id,accid,canonical,authorship,taxon_rank,class,order,family,genus,subgenus,species,infraspecies,source,flags,valid,source_code,source_valid_code,marine,type,status
2908,2910,Anapagurus chiroacanthus var. cristatus,"Fenizia, 1937",Variety,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,chiroacanthus,var. cristatus,WORMS,NA,FALSE,412559,107215,1,synonym,junior subjective synonym
2909,2910,Anapagurus chiroacanthus var. gracilis,"Fenizia, 1937",Variety,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,chiroacanthus,var. gracilis,WORMS,NA,FALSE,412560,107215,1,synonym,junior subjective synonym
2910,0,Anapagurus chiroacanthus,"(Liljeborg, 1856)",Species,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,chiroacanthus,NA,WoRMS,NA,TRUE,107215,NA,1,accepted,accepted
2911,0,Anapagurus congolensis,"García-Gómez, 1994",Species,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,congolensis,NA,WoRMS,NA,TRUE,366136,NA,1,accepted,accepted
2912,0,Anapagurus curvidactylus,"Chevreux & Bouvier, 1892",Species,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,curvidactylus,NA,WoRMS,NA,TRUE,107216,NA,1,accepted,accepted
2913,3295,Anapagurus drachi,"Forest, 1966",Species,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,drachi,NA,WORMS,NA,FALSE,411970,364555,1,synonym,superseded combination
2914,2881,Anapagurus dubius,"A. Milne-Edwards & Bouvier, 1898",Species,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,dubius,NA,WORMS,NA,FALSE,411971,364535,1,synonym,superseded combination
2915,2898,Anapagurus facetus,"(Melin, 1939)",Species,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,facetus,NA,WORMS,NA,FALSE,411972,366133,1,synonym,superseded combination
2916,0,Anapagurus hendersoni,"Barnard, 1947",Species,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,hendersoni,NA,WoRMS,NA,TRUE,246501,NA,1,accepted,accepted
2917,0,Anapagurus hyndmanni,"(Bell, 1845 [in Bell, 1844-1853])",Species,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,hyndmanni,NA,WoRMS,NA,TRUE,107217,NA,1,accepted,accepted
2918,0,Anapagurus japonicus,"Ortmann, 1892",Species,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,japonicus,NA,WoRMS,NA,TRUE,366137,NA,1,accepted,accepted
2919,2918,Anapagurus japonisus,"Ortmann, 1892",Species,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,japonisus,NA,WORMS,NA,FALSE,411973,366137,1,synonym,misspelling
2920,2923,Anapagurus laevis var. longispina,"A. Milne-Edwards & Bouvier, 1900",Variety,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,laevis,var. longispina,WORMS,NA,FALSE,412561,107219,1,synonym,superseded combination
2921,0,Anapagurus laevis,"(Bell, 1845 [in Bell, 1844-1853])",Species,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,laevis,NA,WoRMS,NA,TRUE,107218,NA,1,accepted,accepted
2922,2921,Anapagurus loevis,"(Bell, 1845)",Species,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,loevis,NA,WORMS,NA,FALSE,411974,107218,1,synonym,misspelling
2923,0,Anapagurus longispina,"A. Milne-Edwards & Bouvier, 1900",Species,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,longispina,NA,WoRMS,NA,TRUE,107219,NA,1,accepted,accepted
2924,0,Anapagurus petiti,"Dechancé & Forest, 1962",Species,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,petiti,NA,WoRMS,NA,TRUE,107220,NA,1,accepted,accepted
2925,3378,Anapagurus polynesiensis,"Nobili, 1906",Species,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,polynesiensis,NA,WORMS,NA,FALSE,590292,366529,1,synonym,superseded combination
2926,2918,Anapagurus pusillus var. japonica,"Ortmann, 1892",Variety,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,pusillus,var. japonica,WORMS,NA,FALSE,412562,366137,1,synonym,superseded combination
2927,0,Anapagurus pusillus,"Henderson, 1888",Species,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,pusillus,NA,WoRMS,NA,TRUE,107221,NA,1,accepted,accepted
2928,0,Anapagurus smythi,"Ingle, 1993",Species,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,smythi,NA,WoRMS,NA,TRUE,107222,NA,1,accepted,accepted
2929,0,Anapagurus vossi,"García-Gómez, 1994",Species,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,vossi,NA,WoRMS,NA,TRUE,366139,NA,1,accepted,accepted
2930,0,Anapagurus wolffi,"Forest, 1961",Species,Malacostraca,Decapoda,Paguridae,Anapagurus,NA,wolffi,NA,WoRMS,NA,TRUE,366140,NA,1,accepted,accepted
4283,0,Ancylocheles gravelei,"(Sankolli, 1963)",Species,Malacostraca,Decapoda,Porcellanidae,Ancylocheles,NA,gravelei,NA,WoRMS,NA,TRUE,410098,NA,1,accepted,accepted
4284,0,Ancylocheles peterngi,"Trivedi, Osawa & Vachhrajani, 2017",Species,Malacostraca,Decapoda,Porcellanidae,Ancylocheles,NA,peterngi,NA,WoRMS,NA,TRUE,1023692,NA,1,accepted,accepted
96,0,Aniculus aniculus,"(JC Fabricius, 1787)",Species,Malacostraca,Decapoda,Calcinidae,Aniculus,NA,aniculus,NA,WoRMS,NA,TRUE,208666,NA,1,accepted,accepted
97,199,Aniculus chiltoni,"EF Thompson, 1930",Species,Malacostraca,Decapoda,Calcinidae,Aniculus,NA,chiltoni,NA,WORMS,NA,FALSE,411975,107197,1,synonym,junior subjective synonym
98,0,Aniculus elegans,"Stimpson, 1858",Species,Malacostraca,Decapoda,Calcinidae,Aniculus,NA,elegans,NA,WoRMS,NA,TRUE,367402,NA,1,accepted,accepted
99,0,Aniculus erythraeus,"Forest, 1984",Species,Malacostraca,Decapoda,Calcinidae,Aniculus,NA,erythraeus,NA,WoRMS,NA,TRUE,208662,NA,1,accepted,accepted
100,0,Aniculus hopperae,"McLaughlin & Hoover, 1996",Species,Malacostraca,Decapoda,Calcinidae,Aniculus,NA,hopperae,NA,WoRMS,NA,TRUE,367403,NA,1,accepted,accepted
101,98,Aniculus longitarsis,"Streets, 1871",Species,Malacostraca,Decapoda,Calcinidae,Aniculus,NA,longitarsis,NA,WORMS,NA,FALSE,411976,367402,1,synonym,junior subjective synonym
102,0,Aniculus maximus,"Edmondson, 1952",Species,Malacostraca,Decapoda,Calcinidae,Aniculus,NA,maximus,NA,WoRMS,NA,TRUE,208664,NA,1,accepted,accepted
103,0,Aniculus miyakei,"Forest, 1984",Species,Malacostraca,Decapoda,Calcinidae,Aniculus,NA,miyakei,NA,WoRMS,NA,TRUE,367404,NA,1,accepted,accepted
104,224,Aniculus petersii,"A. Milne-Edwards, 1880",Species,Malacostraca,Decapoda,Calcinidae,Aniculus,NA,petersii,NA,WORMS,NA,FALSE,411977,367585,1,synonym,junior subjective synonym
105,0,Aniculus retipes,"Lewinsohn, 1982",Species,Malacostraca,Decapoda,Calcinidae,Aniculus,NA,retipes,NA,WoRMS,NA,TRUE,208663,NA,1,accepted,accepted
106,0,Aniculus sibogae,"Forest, 1984",Species,Malacostraca,Decapoda,Calcinidae,Aniculus,NA,sibogae,NA,WoRMS,NA,TRUE,367405,NA,1,accepted,accepted
107,194,Aniculus strigatus,"(Herbst, 1804)",Species,Malacostraca,Decapoda,Calcinidae,Aniculus,NA,strigatus,NA,WORMS,NA,FALSE,208667,246257,1,synonym,superseded combination
108,195,Aniculus tenebrarum,"Alcock, 1905",Species,Malacostraca,Decapoda,Calcinidae,Aniculus,NA,tenebrarum,NA,WORMS,NA,FALSE,411978,367487,1,synonym,superseded combination
109,96,Aniculus typicus,"Dana, 1852",Species,Malacostraca,Decapoda,Calcinidae,Aniculus,NA,typicus,NA,WORMS,NA,FALSE,411979,208666,1,synonym,unaccepted
110,0,Aniculus ursus,"(Olivier, 1812)",Species,Malacostraca,Decapoda,Calcinidae,Aniculus,NA,ursus,NA,WoRMS,NA,TRUE,208665,NA,1,accepted,accepted
2931,0,Anisopagurus actinophorus,"Lemaitre & McLaughlin, 1996",Species,Malacostraca,Decapoda,Paguridae,Anisopagurus,NA,actinophorus,NA,WoRMS,NA,TRUE,366142,NA,1,accepted,accepted
2932,0,Anisopagurus asteriscus,"Lemaitre, 2020",Species,Malacostraca,Decapoda,Paguridae,Anisopagurus,NA,asteriscus,NA,WoRMS,NA,TRUE,1415688,NA,1,accepted,accepted
2933,0,Anisopagurus bartletti,"(A. Milne-Edwards, 1880)",Species,Malacostraca,Decapoda,Paguridae,Anisopagurus,NA,bartletti,NA,WoRMS,NA,TRUE,366143,NA,1,accepted,accepted
2934,0,Anisopagurus hopkinsi,"Lemaitre & McLaughlin, 1996",Species,Malacostraca,Decapoda,Paguridae,Anisopagurus,NA,hopkinsi,NA,WoRMS,NA,TRUE,366144,NA,1,accepted,accepted
2935,0,Anisopagurus pygmaeus,"(Bouvier, 1918)",Species,Malacostraca,Decapoda,Paguridae,Anisopagurus,NA,pygmaeus,NA,WoRMS,NA,TRUE,366145,NA,1,accepted,accepted
2936,0,Anisopagurus vossi,"Lemaitre & McLaughlin, 1996",Species,Malacostraca,Decapoda,Paguridae,Anisopagurus,NA,vossi,NA,WoRMS,NA,TRUE,366146,NA,1,accepted,accepted
1913,0,Anomoeomunida caribensis,"(Mayo, 1972)",Species,Malacostraca,Decapoda,Munididae,Anomoeomunida,NA,caribensis,NA,WoRMS,NA,TRUE,392179,NA,1,accepted,accepted
1914,0,Anoplonida cracentis,"Baba & de Saint Laurent, 1996",Species,Malacostraca,Decapoda,Munididae,Anoplonida,NA,cracentis,NA,WoRMS,NA,TRUE,392180,NA,1,accepted,accepted
1915,0,Anoplonida inermis,"(Baba, 1994)",Species,Malacostraca,Decapoda,Munididae,Anoplonida,NA,inermis,NA,WoRMS,NA,TRUE,392181,NA,1,accepted,accepted
1916,0,Anoplonida patae,"Macpherson & Baba, 2006",Species,Malacostraca,Decapoda,Munididae,Anoplonida,NA,patae,NA,WoRMS,NA,TRUE,390295,NA,1,accepted,accepted
2441,2739,Anoplonotus politus,"SI Smith, 1883",Species,Malacostraca,Decapoda,Munidopsidae,Anoplonotus,NA,politus,NA,WORMS,NA,FALSE,392957,392584,1,synonym,superseded combination
746,0,Areopaguristes abbreviatus,"(Dechancé, 1963)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,abbreviatus,NA,WoRMS,NA,TRUE,520646,NA,1,accepted,accepted
747,0,Areopaguristes breviantennatus,"(Rahayu, 2005)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,breviantennatus,NA,WoRMS,NA,TRUE,520647,NA,1,accepted,accepted
748,0,Areopaguristes cyanops,"(Forest, 1978)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,cyanops,NA,WoRMS,NA,TRUE,520648,NA,1,accepted,accepted
749,0,Areopaguristes difficilis,"(Forest, 1952)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,difficilis,NA,WoRMS,NA,TRUE,520649,NA,1,accepted,accepted
750,0,Areopaguristes engyops,"(Barnard, 1947)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,engyops,NA,WoRMS,NA,TRUE,520650,NA,1,accepted,accepted
751,0,Areopaguristes espetacioni,"Ayón-Parente & Hendrickx, 2016",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,espetacioni,NA,WoRMS,NA,TRUE,1261645,NA,1,accepted,accepted
752,0,Areopaguristes hewatti,"(Wass, 1963)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,hewatti,NA,WoRMS,NA,TRUE,520651,NA,1,accepted,accepted
753,0,Areopaguristes hirsutimanus,"(Kobjakova, 1971)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,hirsutimanus,NA,WoRMS,NA,TRUE,1445800,NA,1,accepted,accepted
754,0,Areopaguristes hispidus,"(A. Milne-Edwards & Bouvier, 1892)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,hispidus,NA,WoRMS,NA,TRUE,520652,NA,1,accepted,accepted
755,0,Areopaguristes hummi,"(Wass, 1955)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,hummi,NA,WoRMS,NA,TRUE,520653,NA,1,accepted,accepted
756,0,Areopaguristes iris,"(Forest & de Saint Laurent, 1968)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,iris,NA,WoRMS,NA,TRUE,520654,NA,1,accepted,accepted
757,0,Areopaguristes japonicus,"(Miyake, 1961)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,japonicus,NA,WoRMS,NA,TRUE,520655,NA,1,accepted,accepted
758,0,Areopaguristes lemaitrei,"Ayón-Parente & Hendrickx, 2012",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,lemaitrei,NA,WoRMS,NA,TRUE,1261647,NA,1,accepted,accepted
759,0,Areopaguristes mauritanicus,"(Bouvier, 1906)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,mauritanicus,NA,WoRMS,NA,TRUE,842771,NA,1,accepted,accepted
760,0,Areopaguristes mclaughlinae,"(Ayón Parente & Hendrickx, 2006)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,mclaughlinae,NA,WoRMS,NA,TRUE,520656,NA,1,accepted,accepted
761,0,Areopaguristes micheleae,"(Rahayu, 2005)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,micheleae,NA,WoRMS,NA,TRUE,520657,NA,1,accepted,accepted
762,0,Areopaguristes ngochoae,"(Rahayu, 2005)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,ngochoae,NA,WoRMS,NA,TRUE,520658,NA,1,accepted,accepted
763,753,Areopaguristes nigroapiculus,"(Komai, 2009)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,nigroapiculus,NA,WORMS,NA,FALSE,520659,1445800,1,synonym,superseded combination
764,0,Areopaguristes orbis,"(Komai, 2009)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,orbis,NA,WoRMS,NA,TRUE,520660,NA,1,accepted,accepted
765,0,Areopaguristes oxyophthalmus,"(Holthuis, 1959)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,oxyophthalmus,NA,WoRMS,NA,TRUE,1261644,NA,1,accepted,accepted
766,0,Areopaguristes perspicax,"(Nobili, 1906)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,perspicax,NA,WoRMS,NA,TRUE,520661,NA,1,accepted,accepted
767,0,Areopaguristes pilosus,"(H. Milne Edwards, 1836)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,pilosus,NA,WoRMS,NA,TRUE,520662,NA,1,accepted,accepted
768,0,Areopaguristes praedator,"(Glassell, 1937)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,praedator,NA,WoRMS,NA,TRUE,1261643,NA,1,accepted,accepted
769,0,Areopaguristes rubrodiscus,"(Forest, 1952)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,rubrodiscus,NA,WoRMS,NA,TRUE,520663,NA,1,accepted,accepted
770,0,Areopaguristes setosus,"(H. Milne Edwards, 1848)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,setosus,NA,WoRMS,NA,TRUE,520664,NA,1,accepted,accepted
771,0,Areopaguristes taenia,"(Komai, 1999)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,taenia,NA,WoRMS,NA,TRUE,520665,NA,1,accepted,accepted
772,0,Areopaguristes tuberculatus,"(Whitelegge, 1900)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,tuberculatus,NA,WoRMS,NA,TRUE,520666,NA,1,accepted,accepted
773,0,Areopaguristes tudgei,"Lemaitre & Felder, 2012",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,tudgei,NA,WoRMS,NA,TRUE,711460,NA,1,accepted,accepted
774,0,Areopaguristes virilis,"(Forest, 1952)",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,virilis,NA,WoRMS,NA,TRUE,520667,NA,1,accepted,accepted
775,0,Areopaguristes waldoschmitti,"Ayón-Parente & Hendrickx, 2012",Species,Malacostraca,Decapoda,Diogenidae,Areopaguristes,NA,waldoschmitti,NA,WoRMS,NA,TRUE,1261648,NA,1,accepted,accepted
79,2265,Astacus bamffius,"Pennant, 1777",Species,Malacostraca,Decapoda,Astacidae,Astacus,NA,bamffius,NA,WORMS,NA,FALSE,392900,107160,1,synonym,junior subjective synonym
80,1524,Astacus strigosus,"(Linnaeus, 1761)",Species,Malacostraca,Decapoda,Astacidae,Astacus,NA,strigosus,NA,WORMS,NA,FALSE,392862,107155,1,synonym,superseded combination
2937,3347,Australeremus cookii,"(Filhol, 1884)",Species,Malacostraca,Decapoda,Paguridae,Australeremus,NA,cookii,NA,WORMS,NA,FALSE,411980,366501,1,synonym,superseded combination
2938,3349,Australeremus cristatus,"(H. Milne Edwards, 1836)",Species,Malacostraca,Decapoda,Paguridae,Australeremus,NA,cristatus,NA,WORMS,NA,FALSE,411981,366502,1,synonym,superseded combination
2939,3350,Australeremus eltaninae,"McLaughlin & Gunn, 1992",Species,Malacostraca,Decapoda,Paguridae,Australeremus,NA,eltaninae,NA,WORMS,NA,FALSE,411982,366503,1,synonym,superseded combination
2940,3353,Australeremus indonesiensis,"McLaughlin, 1997",Species,Malacostraca,Decapoda,Paguridae,Australeremus,NA,indonesiensis,NA,WORMS,NA,FALSE,590285,366504,1,synonym,superseded combination
2941,3354,Australeremus kirkii,"(Filhol, 1883)",Species,Malacostraca,Decapoda,Paguridae,Australeremus,NA,kirkii,NA,WORMS,NA,FALSE,411983,366505,1,synonym,superseded combination
2942,3356,Australeremus laurentae,"McLaughlin & Gunn, 1992",Species,Malacostraca,Decapoda,Paguridae,Australeremus,NA,laurentae,NA,WORMS,NA,FALSE,411984,366506,1,synonym,superseded combination
2943,3362,Australeremus stewartii,"(Filhol, 1883)",Species,Malacostraca,Decapoda,Paguridae,Australeremus,NA,stewartii,NA,WORMS,NA,FALSE,411988,366507,1,synonym,superseded combination
2944,3364,Australeremus triserratus,"(Ortmann, 1892)",Species,Malacostraca,Decapoda,Paguridae,Australeremus,NA,triserratus,NA,WORMS,NA,FALSE,411989,366508,1,synonym,superseded combination
39,0,Austrolepidopa caledonia,"Boyko & Harvey, 1999",Species,Malacostraca,Decapoda,Albuneidae,Austrolepidopa,NA,caledonia,NA,WoRMS,NA,TRUE,467725,NA,1,accepted,accepted
40,0,Austrolepidopa schmitti,"Efford & Haig, 1968",Species,Malacostraca,Decapoda,Albuneidae,Austrolepidopa,NA,schmitti,NA,WoRMS,NA,TRUE,467724,NA,1,accepted,accepted
41,0,Austrolepidopa trigonops,"Efford & Haig, 1968",Species,Malacostraca,Decapoda,Albuneidae,Austrolepidopa,NA,trigonops,NA,WoRMS,NA,TRUE,467726,NA,1,accepted,accepted
1917,0,Babamunida bellula,"Macpherson, Rodriguez-Flores & Machordom, 2020",Species,Malacostraca,Decapoda,Munididae,Babamunida,NA,bellula,NA,WoRMS,NA,TRUE,1446874,NA,1,accepted,accepted
1918,0,Babamunida brucei,"(Baba, 1974)",Species,Malacostraca,Decapoda,Munididae,Babamunida,NA,brucei,NA,WoRMS,NA,TRUE,392182,NA,1,accepted,accepted
1919,0,Babamunida callista,"(Macpherson, 1994)",Species,Malacostraca,Decapoda,Munididae,Babamunida,NA,callista,NA,WoRMS,NA,TRUE,392183,NA,1,accepted,accepted
1920,0,Babamunida debrae,"Baba, 2011",Species,Malacostraca,Decapoda,Munididae,Babamunida,NA,debrae,NA,WoRMS,NA,TRUE,570259,NA,1,accepted,accepted
1921,0,Babamunida hystrix,"(Macpherson & de Saint Laurent, 1991)",Species,Malacostraca,Decapoda,Munididae,Babamunida,NA,hystrix,NA,WoRMS,NA,TRUE,392184,NA,1,accepted,accepted
1922,0,Babamunida javieri,"(Macpherson, 1994)",Species,Malacostraca,Decapoda,Munididae,Babamunida,NA,javieri,NA,WoRMS,NA,TRUE,392185,NA,1,accepted,accepted
1923,0,Babamunida kanaloa,"Schnabel, Martin & Moffitt, 2009",Species,Malacostraca,Decapoda,Munididae,Babamunida,NA,kanaloa,NA,WoRMS,NA,TRUE,563902,NA,1,accepted,accepted
1924,0,Babamunida plexaura,"(Macpherson & de Saint Laurent, 1991)",Species,Malacostraca,Decapoda,Munididae,Babamunida,NA,plexaura,NA,WoRMS,NA,TRUE,392186,NA,1,accepted,accepted
2442,2687,Bathyankyristes levis,"Alcock & Anderson, 1894",Species,Malacostraca,Decapoda,Munidopsidae,Bathyankyristes,NA,levis,NA,WORMS,NA,FALSE,392937,392554,1,synonym,superseded combination
2443,2687,Bathyankyristes spinosus,"Alcock & Anderson, 1894",Species,Malacostraca,Decapoda,Munidopsidae,Bathyankyristes,NA,spinosus,NA,WORMS,NA,FALSE,1511858,392554,1,synonym,unaccepted
4851,0,Bathycheles crosnieri,"(Forest, 1987)",Species,Malacostraca,Decapoda,Pylochelidae,Bathycheles,NA,crosnieri,NA,WoRMS,NA,TRUE,411824,NA,1,accepted,accepted
4852,0,Bathycheles cubensis,"(Ortiz & Gómez, 1986)",Species,Malacostraca,Decapoda,Pylochelidae,Bathycheles,NA,cubensis,NA,WoRMS,NA,TRUE,411825,NA,1,accepted,accepted
4853,0,Bathycheles incisus,"(Forest, 1987)",Species,Malacostraca,Decapoda,Pylochelidae,Bathycheles,NA,incisus,NA,WoRMS,NA,TRUE,411826,NA,1,accepted,accepted
4854,0,Bathycheles integer,"(Forest, 1987)",Species,Malacostraca,Decapoda,Pylochelidae,Bathycheles,NA,integer,NA,WoRMS,NA,TRUE,411827,NA,1,accepted,accepted
4855,0,Bathycheles macgilchristi,"(Alcock, 1905)",Species,Malacostraca,Decapoda,Pylochelidae,Bathycheles,NA,macgilchristi,NA,WoRMS,NA,TRUE,411828,NA,1,accepted,accepted
4856,0,Bathycheles phenax,"McLaughlin & Lemaitre, 2009",Species,Malacostraca,Decapoda,Pylochelidae,Bathycheles,NA,phenax,NA,WoRMS,NA,TRUE,412731,NA,1,accepted,accepted
1925,1956,Bathymunida aspinirostris,"Khodkina, 1981",Species,Malacostraca,Decapoda,Munididae,Bathymunida,NA,aspinirostris,NA,WORMS,NA,FALSE,392868,392268,1,synonym,superseded combination
1926,0,Bathymunida avatea,"Macpherson & Baba, 2006",Species,Malacostraca,Decapoda,Munididae,Bathymunida,NA,avatea,NA,WoRMS,NA,TRUE,390296,NA,1,accepted,accepted
1927,0,Bathymunida balssi,"Van Dam, 1938",Species,Malacostraca,Decapoda,Munididae,Bathymunida,NA,balssi,NA,WoRMS,NA,TRUE,392187,NA,1,accepted,accepted
1928,0,Bathymunida brevirostris,"(Yokoya, 1933)",Species,Malacostraca,Decapoda,Munididae,Bathymunida,NA,brevirostris,NA,WoRMS,NA,TRUE,392188,NA,1,accepted,accepted
1929,0,Bathymunida corniculata,"Macpherson, 2013",Species,Malacostraca,Decapoda,Munididae,Bathymunida,NA,corniculata,NA,WoRMS,NA,TRUE,743686,NA,1,accepted,accepted
1930,0,Bathymunida dissimilis,"Baba & de Saint Laurent, 1996",Species,Malacostraca,Decapoda,Munididae,Bathymunida,NA,dissimilis,NA,WoRMS,NA,TRUE,392189,NA,1,accepted,accepted
1931,0,Bathymunida eurybregma,"Baba & de Saint Laurent, 1996",Species,Malacostraca,Decapoda,Munididae,Bathymunida,NA,eurybregma,NA,WoRMS,NA,TRUE,392190,NA,1,accepted,accepted
1932,0,Bathymunida frontis,"Baba & de Saint Laurent, 1996",Species,Malacostraca,Decapoda,Munididae,Bathymunida,NA,frontis,NA,WoRMS,NA,TRUE,392191,NA,1,accepted,accepted
1933,1915,Bathymunida inermis,"Baba, 1994",Species,Malacostraca,Decapoda,Munididae,Bathymunida,NA,inermis,NA,WORMS,NA,FALSE,392829,392181,1,synonym,superseded combination
1934,0,Bathymunida longipes,"Van Dam, 1938",Species,Malacostraca,Decapoda,Munididae,Bathymunida,NA,longipes,NA,WoRMS,NA,TRUE,392192,NA,1,accepted,accepted
1935,0,Bathymunida nebulosa,"Baba & de Saint Laurent, 1996",Species,Malacostraca,Decapoda,Munididae,Bathymunida,NA,nebulosa,NA,WoRMS,NA,TRUE,392193,NA,1,accepted,accepted
1936,0,Bathymunida ocularis,"Baba & de Saint Laurent, 1996",Species,Malacostraca,Decapoda,Munididae,Bathymunida,NA,ocularis,NA,WoRMS,NA,TRUE,392194,NA,1,accepted,accepted
1937,0,Bathymunida polae,"Balss, 1914",Species,Malacostraca,Decapoda,Munididae,Bathymunida,NA,polae,NA,WoRMS,NA,TRUE,220548,NA,1,accepted,accepted
1938,0,Bathymunida quadratirostrata,"Melin, 1939",Species,Malacostraca,Decapoda,Munididae,Bathymunida,NA,quadratirostrata,NA,WoRMS,NA,TRUE,392195,NA,1,accepted,accepted
1939,0,Bathymunida recta,"Baba & de Saint Laurent, 1996",Species,Malacostraca,Decapoda,Munididae,Bathymunida,NA,recta,NA,WoRMS,NA,TRUE,392196,NA,1,accepted,accepted
1940,0,Bathymunida rudis,"Baba & de Saint Laurent, 1996",Species,Malacostraca,Decapoda,Munididae,Bathymunida,NA,rudis,NA,WoRMS,NA,TRUE,392197,NA,1,accepted,accepted
1941,0,Bathymunida sibogae,"Van Dam, 1938",Species,Malacostraca,Decapoda,Munididae,Bathymunida,NA,sibogae,NA,WoRMS,NA,TRUE,392198,NA,1,accepted,accepted
111,0,Bathynarius albicinctus,"(Alcock, 1905)",Species,Malacostraca,Decapoda,Calcinidae,Bathynarius,NA,albicinctus,NA,WoRMS,NA,TRUE,212488,NA,1,accepted,accepted
112,0,Bathynarius anomalus,"(A. Milne-Edwards & Bouvier, 1893)",Species,Malacostraca,Decapoda,Calcinidae,Bathynarius,NA,anomalus,NA,WoRMS,NA,TRUE,367406,NA,1,accepted,accepted
113,0,Bathynarius izuensis,"Komai & Takeda, 2004",Species,Malacostraca,Decapoda,Calcinidae,Bathynarius,NA,izuensis,NA,WoRMS,NA,TRUE,367407,NA,1,accepted,accepted
114,0,Bathynarius pacificus,"Forest, 1993",Species,Malacostraca,Decapoda,Calcinidae,Bathynarius,NA,pacificus,NA,WoRMS,NA,TRUE,367408,NA,1,accepted,accepted
115,0,Bathynarius wolffi,"Forest, 1993",Species,Malacostraca,Decapoda,Calcinidae,Bathynarius,NA,wolffi,NA,WoRMS,NA,TRUE,212489,NA,1,accepted,accepted
2945,0,Bathypaguropsis carinatus,"Komai & Takeda, 2004",Species,Malacostraca,Decapoda,Paguridae,Bathypaguropsis,NA,carinatus,NA,WoRMS,NA,TRUE,366148,NA,1,accepted,accepted
2946,0,Bathypaguropsis cruentus,"de Saint Laurent & McLaughlin in Forest, de Saint Laurent, McLaughlin & Lemaitre, 2000",Species,Malacostraca,Decapoda,Paguridae,Bathypaguropsis,NA,cruentus,NA,WoRMS,NA,TRUE,366149,NA,1,accepted,accepted
2947,0,Bathypaguropsis foresti,"Komai & Lemaitre, 2002",Species,Malacostraca,Decapoda,Paguridae,Bathypaguropsis,NA,foresti,NA,WoRMS,NA,TRUE,366150,NA,1,accepted,accepted
2948,0,Bathypaguropsis kuroshioensis,"(Miyake, 1978)",Species,Malacostraca,Decapoda,Paguridae,Bathypaguropsis,NA,kuroshioensis,NA,WoRMS,NA,TRUE,366151,NA,1,accepted,accepted
